age_equ,score,for,type
0.4,15,parent_caregiver,mo
0.4,16,parent_caregiver,mo
0.4,17,parent_caregiver,mo
0.5,18,parent_caregiver,mo
0.5,19,parent_caregiver,mo
0.5,20,parent_caregiver,mo
0.5,21,parent_caregiver,mo
0.6,22,parent_caregiver,mo
0.6,23,parent_caregiver,mo
0.6,24,parent_caregiver,mo
0.6,25,parent_caregiver,mo
0.7,26,parent_caregiver,mo
0.7,27,parent_caregiver,mo
0.7,28,parent_caregiver,mo
0.8,29,parent_caregiver,mo
0.8,30,parent_caregiver,mo
0.8,31,parent_caregiver,mo
0.8,32,parent_caregiver,mo
0.9,33,parent_caregiver,mo
0.9,34,parent_caregiver,mo
0.9,35,parent_caregiver,mo
0.1,36,parent_caregiver,mo
0.1,37,parent_caregiver,mo
0.1,38,parent_caregiver,mo
0.1,39,parent_caregiver,mo
0.11,40,parent_caregiver,mo
0.11,41,parent_caregiver,mo
0.11,42,parent_caregiver,mo
1.0-1.1,43,parent_caregiver,mo
1.0-1.1,44,parent_caregiver,mo
1.0-1.1,45,parent_caregiver,mo
1.2-1.3,46,parent_caregiver,mo
1.2-1.3,47,parent_caregiver,mo
1.2-1.3,48,parent_caregiver,mo
1.4-1.5,49,parent_caregiver,mo
1.4-1.5,50,parent_caregiver,mo
1.6-1.7,51,parent_caregiver,mo
1.6-1.7,52,parent_caregiver,mo
1.6-1.7,53,parent_caregiver,mo
1.8-1.9,54,parent_caregiver,mo
1.8-1.9,55,parent_caregiver,mo
1.8-1.9,56,parent_caregiver,mo
1.10-1.11,57,parent_caregiver,mo
1.10-1.11,58,parent_caregiver,mo
2.0-2.2,59,parent_caregiver,mo
2.0-2.2,60,parent_caregiver,mo
2.3-2.5,61,parent_caregiver,mo
2.3-2.5,62,parent_caregiver,mo
2.6-2.8,63,parent_caregiver,mo
2.6-2.8,64,parent_caregiver,mo
2.9-2.11,65,parent_caregiver,mo
2.9-2.11,66,parent_caregiver,mo
3.0-3.2,67,parent_caregiver,mo
3.3-3.5,68,parent_caregiver,mo
3.6-3.8,69,parent_caregiver,mo
3.6-3.8,70,parent_caregiver,mo
3.9-3.11,71,parent_caregiver,mo
4.0-4.2,72,parent_caregiver,mo
4.3-4.5,73,parent_caregiver,mo
4.6-4.8,74,parent_caregiver,mo
5.0-5.2,75,parent_caregiver,mo
5.9-5.11,76,parent_caregiver,mo
>5.11,77,parent_caregiver,mo
>5.11,78,parent_caregiver,mo
<5.0,0,parent,com
<5.0,1,parent,com
<5.0,2,parent,com
<5.0,3,parent,com
<5.0,4,parent,com
<5.0,5,parent,com
<5.0,6,parent,com
<5.0,7,parent,com
<5.0,8,parent,com
<5.0,9,parent,com
<5.0,10,parent,com
<5.0,11,parent,com
<5.0,12,parent,com
<5.0,13,parent,com
<5.0,14,parent,com
<5.0,15,parent,com
<5.0,16,parent,com
<5.0,17,parent,com
<5.0,18,parent,com
<5.0,19,parent,com
<5.0,20,parent,com
<5.0,21,parent,com
<5.0,22,parent,com
<5.0,23,parent,com
<5.0,24,parent,com
<5.0,25,parent,com
<5.0,26,parent,com
<5.0,27,parent,com
<5.0,28,parent,com
<5.0,29,parent,com
<5.0,30,parent,com
<5.0,31,parent,com
<5.0,32,parent,com
<5.0,33,parent,com
<5.0,34,parent,com
<5.0,35,parent,com
<5.0,36,parent,com
<5.0,37,parent,com
<5.0,38,parent,com
<5.0,39,parent,com
<5.0,40,parent,com
<5.0,41,parent,com
<5.0,42,parent,com
<5.0,43,parent,com
<5.0,44,parent,com
<5.0,45,parent,com
<5.0,46,parent,com
<5.0,47,parent,com
5.0-5.3,48,parent,com
5.0-5.3,49,parent,com
5.4-5.7,50,parent,com
5.4-5.7,51,parent,com
5.8-5.11,52,parent,com
5.8-5.11,53,parent,com
6.0-6.3,54,parent,com
6.0-6.3,55,parent,com
6.4-6.7,56,parent,com
6.8-6.11,57,parent,com
6.8-6.11,58,parent,com
7.0-7.3,59,parent,com
7.4-7.7,60,parent,com
7.8-7.11,61,parent,com
8.0-8.3,62,parent,com
8.4-8.7,63,parent,com
9.0-9.3,64,parent,com
10.4-10.7,65,parent,com
11.8-11.11,66,parent,com
12.8-12.11,67,parent,com
14.0-14.11,68,parent,com
16.0-16.11,69,parent,com
17.0-17.11,70,parent,com
>21.11,71,parent,com
>21.11,72,parent,com
<5.0,0,parent,cu
<5.0,1,parent,cu
<5.0,2,parent,cu
<5.0,3,parent,cu
<5.0,4,parent,cu
<5.0,5,parent,cu
<5.0,6,parent,cu
<5.0,7,parent,cu
<5.0,8,parent,cu
<5.0,9,parent,cu
<5.0,10,parent,cu
<5.0,11,parent,cu
<5.0,12,parent,cu
<5.0,13,parent,cu
<5.0,14,parent,cu
5.0-5.3,15,parent,cu
5.4-5.7,16,parent,cu
5.8-5.11,17,parent,cu
6.0-6.3,18,parent,cu
6.4-6.7,19,parent,cu
6.8-6.11,20,parent,cu
7.0-7.3,21,parent,cu
7.4-7.7,22,parent,cu
7.8-7.11,23,parent,cu
8.0-8.3,24,parent,cu
8.4-8.7,25,parent,cu
8.4-8.7,26,parent,cu
8.8-8.11,27,parent,cu
9.0-9.3,28,parent,cu
9.4-9.7,29,parent,cu
9.4-9.7,30,parent,cu
9.8-9.11,31,parent,cu
10.0-10.3,32,parent,cu
10.0-10.3,33,parent,cu
10.4-10.7,34,parent,cu
10.8-10.11,35,parent,cu
10.8-10.11,36,parent,cu
11.0-11.3,37,parent,cu
11.0-11.3,38,parent,cu
11.4-11.7,39,parent,cu
11.8-11.11,40,parent,cu
11.8-11.11,41,parent,cu
12.0-12.3,42,parent,cu
12.0-12.3,43,parent,cu
12.4-12.7,44,parent,cu
12.4-12.7,45,parent,cu
12.8-12.11,46,parent,cu
12.8-12.11,47,parent,cu
13.0-13.11,48,parent,cu
13.0-13.11,49,parent,cu
14.0-14.11,50,parent,cu
14.0-14.11,51,parent,cu
15.0-15.11,52,parent,cu
15.0-15.11,53,parent,cu
16.0-16.11,54,parent,cu
16.0-16.11,55,parent,cu
17.0-17.11,56,parent,cu
17.0-17.11,57,parent,cu
>21.11,58,parent,cu
>21.11,59,parent,cu
>21.11,60,parent,cu
>21.11,61,parent,cu
>21.11,62,parent,cu
>21.11,63,parent,cu
>21.11,64,parent,cu
>21.11,65,parent,cu
>21.11,66,parent,cu
>21.11,67,parent,cu
>21.11,68,parent,cu
>21.11,69,parent,cu
<5.0,0,parent,fa
<5.0,1,parent,fa
<5.0,2,parent,fa
<5.0,3,parent,fa
<5.0,4,parent,fa
<5.0,5,parent,fa
<5.0,6,parent,fa
<5.0,7,parent,fa
<5.0,8,parent,fa
<5.0,9,parent,fa
<5.0,10,parent,fa
<5.0,11,parent,fa
<5.0,12,parent,fa
<5.0,13,parent,fa
5.0-5.3,14,parent,fa
5.0-5.3,15,parent,fa
5.0-5.3,16,parent,fa
5.4-5.7,17,parent,fa
5.4-5.7,18,parent,fa
5.4-5.7,19,parent,fa
5.4-5.7,20,parent,fa
5.8-5.11,21,parent,fa
5.8-5.11,22,parent,fa
5.8-5.11,23,parent,fa
5.8-5.11,24,parent,fa
6.0-6.3,25,parent,fa
6.0-6.3,26,parent,fa
6.0-6.3,27,parent,fa
6.0-6.3,28,parent,fa
6.4-6.7,29,parent,fa
6.4-6.7,30,parent,fa
6.4-6.7,31,parent,fa
6.8-6.11,32,parent,fa
6.8-6.11,33,parent,fa
6.8-6.11,34,parent,fa
7.0-7.3,35,parent,fa
7.0-7.3,36,parent,fa
7.0-7.3,37,parent,fa
7.4-7.7,38,parent,fa
7.4-7.7,39,parent,fa
7.8-7.11,40,parent,fa
7.8-7.11,41,parent,fa
8.0-8.3,42,parent,fa
8.0-8.3,43,parent,fa
8.4-8.7,44,parent,fa
8.4-8.7,45,parent,fa
8.8-8.11,46,parent,fa
9.0-9.3,47,parent,fa
9.4-9.7,48,parent,fa
9.8-9.11,49,parent,fa
10.0-10.3,50,parent,fa
10.4-10.7,51,parent,fa
10.8-10.11,52,parent,fa
11.0-11.3,53,parent,fa
11.4-11.7,54,parent,fa
11.8-11.11,55,parent,fa
12.0-12.3,56,parent,fa
12.4-12.7,57,parent,fa
12.8-12.11,58,parent,fa
13.0-13.11,59,parent,fa
14.0-14.11,60,parent,fa
15.0-15.11,61,parent,fa
16.0-16.11,62,parent,fa
16.0-16.11,63,parent,fa
17.0-17.11,64,parent,fa
17.0-17.11,65,parent,fa
17.0-17.11,66,parent,fa
>21.11,67,parent,fa
>21.11,68,parent,fa
>21.11,69,parent,fa
<5.0,0,parent,hl
<5.0,1,parent,hl
<5.0,2,parent,hl
<5.0,3,parent,hl
<5.0,4,parent,hl
<5.0,5,parent,hl
<5.0,6,parent,hl
<5.0,7,parent,hl
<5.0,8,parent,hl
<5.0,9,parent,hl
<5.0,10,parent,hl
<5.0,11,parent,hl
<5.0,12,parent,hl
<5.0,13,parent,hl
<5.0,14,parent,hl
<5.0,15,parent,hl
<5.0,16,parent,hl
<5.0,17,parent,hl
<5.0,18,parent,hl
<5.0,19,parent,hl
<5.0,20,parent,hl
<5.0,21,parent,hl
<5.0,22,parent,hl
<5.0,23,parent,hl
<5.0,24,parent,hl
5.0-5.3,25,parent,hl
5.0-5.3,26,parent,hl
5.0-5.3,27,parent,hl
5.0-5.3,28,parent,hl
5.4-5.7,29,parent,hl
5.4-5.7,30,parent,hl
5.8-5.11,31,parent,hl
5.8-5.11,32,parent,hl
6.0-6.3,33,parent,hl
6.0-6.3,34,parent,hl
6.0-6.3,35,parent,hl
6.4-6.7,36,parent,hl
6.4-6.7,37,parent,hl
6.8-6.11,38,parent,hl
6.8-6.11,39,parent,hl
7.0-7.3,40,parent,hl
7.4-7.7,41,parent,hl
7.4-7.7,42,parent,hl
7.8-7.11,43,parent,hl
8.0-8.3,44,parent,hl
8.0-8.3,45,parent,hl
8.4-8.7,46,parent,hl
8.8-8.11,47,parent,hl
9.0-9.3,48,parent,hl
9.4-9.7,49,parent,hl
9.8-9.11,50,parent,hl
10.0-10.3,51,parent,hl
10.4-10.7,52,parent,hl
10.8-10.11,53,parent,hl
11.0-11.3,54,parent,hl
11.4-11.7,55,parent,hl
11.8-11.11,56,parent,hl
11.8-11.11,57,parent,hl
12.0-12.3,58,parent,hl
12.4-12.7,59,parent,hl
12.8-12.11,60,parent,hl
13.0-13.11,61,parent,hl
13.0-13.11,62,parent,hl
14.0-14.11,63,parent,hl
14.0-14.11,64,parent,hl
15.0-15.11,65,parent,hl
15.0-15.11,66,parent,hl
16.0-16.11,67,parent,hl
16.0-16.11,68,parent,hl
17.0-17.11,69,parent,hl
17.0-17.11,70,parent,hl
17.0-17.11,71,parent,hl
>21.11,72,parent,hl
>21.11,73,parent,hl
>21.11,74,parent,hl
>21.11,75,parent,hl
<5.0,0,parent,ls
<5.0,1,parent,ls
<5.0,2,parent,ls
<5.0,3,parent,ls
<5.0,4,parent,ls
<5.0,5,parent,ls
<5.0,6,parent,ls
<5.0,7,parent,ls
<5.0,8,parent,ls
<5.0,9,parent,ls
<5.0,10,parent,ls
<5.0,11,parent,ls
<5.0,12,parent,ls
<5.0,13,parent,ls
<5.0,14,parent,ls
<5.0,15,parent,ls
<5.0,16,parent,ls
<5.0,17,parent,ls
<5.0,18,parent,ls
<5.0,19,parent,ls
<5.0,20,parent,ls
<5.0,21,parent,ls
<5.0,22,parent,ls
<5.0,23,parent,ls
<5.0,24,parent,ls
<5.0,25,parent,ls
<5.0,26,parent,ls
<5.0,27,parent,ls
<5.0,28,parent,ls
<5.0,29,parent,ls
<5.0,30,parent,ls
<5.0,31,parent,ls
<5.0,32,parent,ls
<5.0,33,parent,ls
<5.0,34,parent,ls
<5.0,35,parent,ls
<5.0,36,parent,ls
<5.0,37,parent,ls
5.0-5.3,38,parent,ls
5.0-5.3,39,parent,ls
5.4-5.7,40,parent,ls
5.4-5.7,41,parent,ls
5.8-5.11,42,parent,ls
6.0-6.3,43,parent,ls
6.4-6.7,44,parent,ls
6.8-6.11,45,parent,ls
7.0-7.3,46,parent,ls
7.4-7.7,47,parent,ls
7.8-7.11,48,parent,ls
8.0-8.3,49,parent,ls
8.4-8.7,50,parent,ls
8.8-8.11,51,parent,ls
9.8-9.11,52,parent,ls
11.4-11.7,53,parent,ls
12.4-12.7,54,parent,ls
13.0-13.11,55,parent,ls
15.0-15.11,56,parent,ls
17.0-17.11,57,parent,ls
>21.11,58,parent,ls
>21.11,59,parent,ls
>21.11,60,parent,ls
<5.0,0,parent,sc
<5.0,1,parent,sc
<5.0,2,parent,sc
<5.0,3,parent,sc
<5.0,4,parent,sc
<5.0,5,parent,sc
<5.0,6,parent,sc
<5.0,7,parent,sc
<5.0,8,parent,sc
<5.0,9,parent,sc
<5.0,10,parent,sc
<5.0,11,parent,sc
<5.0,12,parent,sc
<5.0,13,parent,sc
<5.0,14,parent,sc
<5.0,15,parent,sc
<5.0,16,parent,sc
<5.0,17,parent,sc
<5.0,18,parent,sc
<5.0,19,parent,sc
<5.0,20,parent,sc
<5.0,21,parent,sc
<5.0,22,parent,sc
<5.0,23,parent,sc
<5.0,24,parent,sc
<5.0,25,parent,sc
<5.0,26,parent,sc
<5.0,27,parent,sc
<5.0,28,parent,sc
<5.0,29,parent,sc
<5.0,30,parent,sc
<5.0,31,parent,sc
<5.0,32,parent,sc
<5.0,33,parent,sc
<5.0,34,parent,sc
<5.0,35,parent,sc
<5.0,36,parent,sc
<5.0,37,parent,sc
<5.0,38,parent,sc
<5.0,39,parent,sc
<5.0,40,parent,sc
<5.0,41,parent,sc
<5.0,42,parent,sc
<5.0,43,parent,sc
<5.0,44,parent,sc
<5.0,45,parent,sc
5.0-5.3,46,parent,sc
5.0-5.3,47,parent,sc
5.4-5.7,48,parent,sc
5.4-5.7,49,parent,sc
5.4-5.7,50,parent,sc
5.8-5.11,51,parent,sc
5.8-5.11,52,parent,sc
6.0-6.3,53,parent,sc
6.0-6.3,54,parent,sc
6.4-6.7,55,parent,sc
6.4-6.7,56,parent,sc
6.8-6.11,57,parent,sc
6.8-6.11,58,parent,sc
7.0-7.3,59,parent,sc
7.4-7.7,60,parent,sc
7.8-7.11,61,parent,sc
8.0-8.3,62,parent,sc
8.4-8.7,63,parent,sc
8.8-8.11,64,parent,sc
9.0-9.3,65,parent,sc
9.4-9.7,66,parent,sc
9.8-9.11,67,parent,sc
10.0-10.3,68,parent,sc
11.0-11.3,69,parent,sc
12.0-12.3,70,parent,sc
13.0-13.11,71,parent,sc
15.0-15.11,72,parent,sc
17.0-17.11,73,parent,sc
>21.11,74,parent,sc
>21.11,75,parent,sc
<5.0,0,parent,sd
<5.0,1,parent,sd
<5.0,2,parent,sd
<5.0,3,parent,sd
<5.0,4,parent,sd
<5.0,5,parent,sd
<5.0,6,parent,sd
<5.0,7,parent,sd
<5.0,8,parent,sd
<5.0,9,parent,sd
<5.0,10,parent,sd
<5.0,11,parent,sd
<5.0,12,parent,sd
<5.0,13,parent,sd
<5.0,14,parent,sd
<5.0,15,parent,sd
<5.0,16,parent,sd
<5.0,17,parent,sd
<5.0,18,parent,sd
<5.0,19,parent,sd
<5.0,20,parent,sd
<5.0,21,parent,sd
<5.0,22,parent,sd
<5.0,23,parent,sd
<5.0,24,parent,sd
5.0-5.3,25,parent,sd
5.0-5.3,26,parent,sd
5.0-5.3,27,parent,sd
5.4-5.7,28,parent,sd
5.4-5.7,29,parent,sd
5.4-5.7,30,parent,sd
5.8-5.11,31,parent,sd
5.8-5.11,32,parent,sd
5.8-5.11,33,parent,sd
6.0-6.3,34,parent,sd
6.0-6.3,35,parent,sd
6.4-6.7,36,parent,sd
6.4-6.7,37,parent,sd
6.4-6.7,38,parent,sd
6.8-6.11,39,parent,sd
6.8-6.11,40,parent,sd
7.0-7.3,41,parent,sd
7.0-7.3,42,parent,sd
7.4-7.7,43,parent,sd
7.4-7.7,44,parent,sd
7.8-7.11,45,parent,sd
8.0-8.3,46,parent,sd
8.0-8.3,47,parent,sd
8.4-8.7,48,parent,sd
8.8-8.11,49,parent,sd
8.8-8.11,50,parent,sd
9.0-9.3,51,parent,sd
9.4-9.7,52,parent,sd
9.8-9.11,53,parent,sd
10.0-10.3,54,parent,sd
10.0-10.3,55,parent,sd
10.4-10.7,56,parent,sd
10.8-10.11,57,parent,sd
11.0-11.3,58,parent,sd
11.4-11.7,59,parent,sd
11.8-11.11,60,parent,sd
12.0-12.3,61,parent,sd
12.4-12.7,62,parent,sd
12.8-12.11,63,parent,sd
13.0-13.11,64,parent,sd
14.0-14.11,65,parent,sd
15.0-15.11,66,parent,sd
15.0-15.11,67,parent,sd
16.0-16.11,68,parent,sd
17.0-17.11,69,parent,sd
17.0-17.11,70,parent,sd
>21.11,71,parent,sd
>21.11,72,parent,sd
>21.11,73,parent,sd
>21.11,74,parent,sd
>21.11,75,parent,sd
<5.0,0,parent,soc
<5.0,1,parent,soc
<5.0,2,parent,soc
<5.0,3,parent,soc
<5.0,4,parent,soc
<5.0,5,parent,soc
<5.0,6,parent,soc
<5.0,7,parent,soc
<5.0,8,parent,soc
<5.0,9,parent,soc
<5.0,10,parent,soc
<5.0,11,parent,soc
<5.0,12,parent,soc
<5.0,13,parent,soc
<5.0,14,parent,soc
<5.0,15,parent,soc
<5.0,16,parent,soc
<5.0,17,parent,soc
<5.0,18,parent,soc
<5.0,19,parent,soc
<5.0,20,parent,soc
<5.0,21,parent,soc
<5.0,22,parent,soc
<5.0,23,parent,soc
<5.0,24,parent,soc
<5.0,25,parent,soc
<5.0,26,parent,soc
<5.0,27,parent,soc
<5.0,28,parent,soc
<5.0,29,parent,soc
<5.0,30,parent,soc
<5.0,31,parent,soc
<5.0,32,parent,soc
<5.0,33,parent,soc
<5.0,34,parent,soc
<5.0,35,parent,soc
<5.0,36,parent,soc
<5.0,37,parent,soc
<5.0,38,parent,soc
<5.0,39,parent,soc
<5.0,40,parent,soc
<5.0,41,parent,soc
<5.0,42,parent,soc
<5.0,43,parent,soc
<5.0,44,parent,soc
<5.0,45,parent,soc
<5.0,46,parent,soc
<5.0,47,parent,soc
<5.0,48,parent,soc
<5.0,49,parent,soc
5.0-5.3,50,parent,soc
5.0-5.3,51,parent,soc
5.0-5.3,52,parent,soc
5.4-5.7,53,parent,soc
5.4-5.7,54,parent,soc
5.8-5.11,55,parent,soc
5.8-5.11,56,parent,soc
5.8-5.11,57,parent,soc
6.0-6.3,58,parent,soc
6.0-6.3,59,parent,soc
6.4-6.7,60,parent,soc
6.4-6.7,61,parent,soc
6.8-6.11,62,parent,soc
7.0-7.3,63,parent,soc
7.4-7.7,64,parent,soc
7.8-7.11,65,parent,soc
8.0-8.3,66,parent,soc
8.4-8.7,67,parent,soc
8.8-8.11,68,parent,soc
9.0-9.3,69,parent,soc
9.4-9.7,70,parent,soc
9.8-9.11,71,parent,soc
11.4-11.7,72,parent,soc
12.4-12.7,73,parent,soc
14.0-14.11,74,parent,soc
16.0-16.11,75,parent,soc
17.0-17.11,76,parent,soc
>21.11,77,parent,soc
>21.11,78,parent,soc
<2.0,0,teacher_caregiver,com
<2.0,1,teacher_caregiver,com
<2.0,2,teacher_caregiver,com
<2.0,3,teacher_caregiver,com
<2.0,4,teacher_caregiver,com
<2.0,5,teacher_caregiver,com
<2.0,6,teacher_caregiver,com
<2.0,7,teacher_caregiver,com
<2.0,8,teacher_caregiver,com
<2.0,9,teacher_caregiver,com
<2.0,10,teacher_caregiver,com
<2.0,11,teacher_caregiver,com
<2.0,12,teacher_caregiver,com
<2.0,13,teacher_caregiver,com
<2.0,14,teacher_caregiver,com
<2.0,15,teacher_caregiver,com
<2.0,16,teacher_caregiver,com
<2.0,17,teacher_caregiver,com
<2.0,18,teacher_caregiver,com
<2.0,19,teacher_caregiver,com
<2.0,20,teacher_caregiver,com
<2.0,21,teacher_caregiver,com
<2.0,22,teacher_caregiver,com
<2.0,23,teacher_caregiver,com
<2.0,24,teacher_caregiver,com
<2.0,25,teacher_caregiver,com
<2.0,26,teacher_caregiver,com
<2.0,27,teacher_caregiver,com
<2.0,28,teacher_caregiver,com
<2.0,29,teacher_caregiver,com
<2.0,30,teacher_caregiver,com
<2.0,31,teacher_caregiver,com
<2.0,32,teacher_caregiver,com
<2.0,33,teacher_caregiver,com
<2.0,34,teacher_caregiver,com
<2.0,35,teacher_caregiver,com
<2.0,36,teacher_caregiver,com
<2.0,37,teacher_caregiver,com
<2.0,38,teacher_caregiver,com
<2.0,39,teacher_caregiver,com
<2.0,40,teacher_caregiver,com
<2.0,41,teacher_caregiver,com
<2.0,42,teacher_caregiver,com
<2.0,43,teacher_caregiver,com
<2.0,44,teacher_caregiver,com
<2.0,45,teacher_caregiver,com
<2.0,46,teacher_caregiver,com
<2.0,47,teacher_caregiver,com
<2.0,48,teacher_caregiver,com
<2.0,49,teacher_caregiver,com
<2.0,50,teacher_caregiver,com
<2.0,51,teacher_caregiver,com
<2.0,52,teacher_caregiver,com
<2.0,53,teacher_caregiver,com
2.0-2.2,54,teacher_caregiver,com
2.0-2.2,55,teacher_caregiver,com
2.0-2.2,56,teacher_caregiver,com
2.0-2.2,57,teacher_caregiver,com
2.3-2.5,58,teacher_caregiver,com
2.3-2.5,59,teacher_caregiver,com
2.3-2.5,60,teacher_caregiver,com
2.6-2.8,61,teacher_caregiver,com
2.6-2.8,62,teacher_caregiver,com
2.6-2.8,63,teacher_caregiver,com
2.9-2.11,64,teacher_caregiver,com
2.9-2.11,65,teacher_caregiver,com
3.0-3.2,66,teacher_caregiver,com
3.0-3.2,67,teacher_caregiver,com
3.3-3.5,68,teacher_caregiver,com
3.3-3.5,69,teacher_caregiver,com
3.6-3.8,70,teacher_caregiver,com
3.9-3.11,71,teacher_caregiver,com
4.0-4.2,72,teacher_caregiver,com
4.3-4.5,73,teacher_caregiver,com
4.6-4.8,74,teacher_caregiver,com
5.3-5.5,75,teacher_caregiver,com
>5.11,76,teacher_caregiver,com
>5.11,77,teacher_caregiver,com
>5.11,78,teacher_caregiver,com
<2.0,0,teacher_caregiver,fa
<2.0,1,teacher_caregiver,fa
<2.0,2,teacher_caregiver,fa
<2.0,3,teacher_caregiver,fa
<2.0,4,teacher_caregiver,fa
<2.0,5,teacher_caregiver,fa
<2.0,6,teacher_caregiver,fa
<2.0,7,teacher_caregiver,fa
<2.0,8,teacher_caregiver,fa
<2.0,9,teacher_caregiver,fa
<2.0,10,teacher_caregiver,fa
<2.0,11,teacher_caregiver,fa
<2.0,12,teacher_caregiver,fa
<2.0,13,teacher_caregiver,fa
<2.0,14,teacher_caregiver,fa
<2.0,15,teacher_caregiver,fa
<2.0,16,teacher_caregiver,fa
<2.0,17,teacher_caregiver,fa
<2.0,18,teacher_caregiver,fa
<2.0,19,teacher_caregiver,fa
2.0-2.2,20,teacher_caregiver,fa
2.0-2.2,21,teacher_caregiver,fa
2.0-2.2,22,teacher_caregiver,fa
2.0-2.2,23,teacher_caregiver,fa
2.0-2.2,24,teacher_caregiver,fa
2.0-2.2,25,teacher_caregiver,fa
2.3-2.5,26,teacher_caregiver,fa
2.3-2.5,27,teacher_caregiver,fa
2.3-2.5,28,teacher_caregiver,fa
2.3-2.5,29,teacher_caregiver,fa
2.3-2.5,30,teacher_caregiver,fa
2.3-2.5,31,teacher_caregiver,fa
2.6-2.8,32,teacher_caregiver,fa
2.6-2.8,33,teacher_caregiver,fa
2.6-2.8,34,teacher_caregiver,fa
2.6-2.8,35,teacher_caregiver,fa
2.6-2.8,36,teacher_caregiver,fa
2.9-2.11,37,teacher_caregiver,fa
2.9-2.11,38,teacher_caregiver,fa
2.9-2.11,39,teacher_caregiver,fa
2.9-2.11,40,teacher_caregiver,fa
2.9-2.11,41,teacher_caregiver,fa
3.0-3.2,42,teacher_caregiver,fa
3.0-3.2,43,teacher_caregiver,fa
3.0-3.2,44,teacher_caregiver,fa
3.0-3.2,45,teacher_caregiver,fa
3.0-3.2,46,teacher_caregiver,fa
3.3-3.5,47,teacher_caregiver,fa
3.3-3.5,48,teacher_caregiver,fa
3.3-3.5,49,teacher_caregiver,fa
3.3-3.5,50,teacher_caregiver,fa
3.6-3.8,51,teacher_caregiver,fa
3.6-3.8,52,teacher_caregiver,fa
3.6-3.8,53,teacher_caregiver,fa
3.6-3.8,54,teacher_caregiver,fa
3.9-3.11,55,teacher_caregiver,fa
3.9-3.11,56,teacher_caregiver,fa
3.9-3.11,57,teacher_caregiver,fa
3.9-3.11,58,teacher_caregiver,fa
4.0-4.2,59,teacher_caregiver,fa
4.0-4.2,60,teacher_caregiver,fa
4.0-4.2,61,teacher_caregiver,fa
4.3-4.5,62,teacher_caregiver,fa
4.3-4.5,63,teacher_caregiver,fa
4.3-4.5,64,teacher_caregiver,fa
4.6-4.8,65,teacher_caregiver,fa
4.6-4.8,66,teacher_caregiver,fa
4.9-4.11,67,teacher_caregiver,fa
4.9-4.11,68,teacher_caregiver,fa
5.0-5.2,69,teacher_caregiver,fa
5.3-5.5,70,teacher_caregiver,fa
5.6-5.8,71,teacher_caregiver,fa
5.9-5.11,72,teacher_caregiver,fa
5.9-5.11,73,teacher_caregiver,fa
>5.11,74,teacher_caregiver,fa
>5.11,75,teacher_caregiver,fa
<2.0,0,teacher_caregiver,sl
<2.0,1,teacher_caregiver,sl
<2.0,2,teacher_caregiver,sl
<2.0,3,teacher_caregiver,sl
<2.0,4,teacher_caregiver,sl
<2.0,5,teacher_caregiver,sl
<2.0,6,teacher_caregiver,sl
<2.0,7,teacher_caregiver,sl
<2.0,8,teacher_caregiver,sl
<2.0,9,teacher_caregiver,sl
<2.0,10,teacher_caregiver,sl
<2.0,11,teacher_caregiver,sl
<2.0,12,teacher_caregiver,sl
<2.0,13,teacher_caregiver,sl
<2.0,14,teacher_caregiver,sl
<2.0,15,teacher_caregiver,sl
<2.0,16,teacher_caregiver,sl
<2.0,17,teacher_caregiver,sl
<2.0,18,teacher_caregiver,sl
<2.0,19,teacher_caregiver,sl
<2.0,20,teacher_caregiver,sl
<2.0,21,teacher_caregiver,sl
<2.0,22,teacher_caregiver,sl
<2.0,23,teacher_caregiver,sl
<2.0,24,teacher_caregiver,sl
<2.0,25,teacher_caregiver,sl
<2.0,26,teacher_caregiver,sl
<2.0,27,teacher_caregiver,sl
<2.0,28,teacher_caregiver,sl
<2.0,29,teacher_caregiver,sl
<2.0,30,teacher_caregiver,sl
<2.0,31,teacher_caregiver,sl
<2.0,32,teacher_caregiver,sl
<2.0,33,teacher_caregiver,sl
<2.0,34,teacher_caregiver,sl
<2.0,35,teacher_caregiver,sl
<2.0,36,teacher_caregiver,sl
<2.0,37,teacher_caregiver,sl
<2.0,38,teacher_caregiver,sl
<2.0,39,teacher_caregiver,sl
<2.0,40,teacher_caregiver,sl
<2.0,41,teacher_caregiver,sl
<2.0,42,teacher_caregiver,sl
<2.0,43,teacher_caregiver,sl
<2.0,44,teacher_caregiver,sl
2.0-2.2,45,teacher_caregiver,sl
2.0-2.2,46,teacher_caregiver,sl
2.0-2.2,47,teacher_caregiver,sl
2.0-2.2,48,teacher_caregiver,sl
2.0-2.2,49,teacher_caregiver,sl
2.3-2.5,50,teacher_caregiver,sl
2.3-2.5,51,teacher_caregiver,sl
2.3-2.5,52,teacher_caregiver,sl
2.6-2.8,53,teacher_caregiver,sl
2.6-2.8,54,teacher_caregiver,sl
2.6-2.8,55,teacher_caregiver,sl
2.9-2.11,56,teacher_caregiver,sl
2.9-2.11,57,teacher_caregiver,sl
3.0-3.2,58,teacher_caregiver,sl
3.0-3.2,59,teacher_caregiver,sl
3.3-3.5,60,teacher_caregiver,sl
3.3-3.5,61,teacher_caregiver,sl
3.6-3.8,62,teacher_caregiver,sl
3.6-3.8,63,teacher_caregiver,sl
3.9-3.11,64,teacher_caregiver,sl
4.0-4.2,65,teacher_caregiver,sl
